Code,FAA Aircraft Type,EDMS Aircraft Code,Engine Manufacturer,Engine,EDMS ID,SCC,SCC Description,Map To,Last Inventory Year,Last updated on
200291,Boeing 747-200 Series,4599,Rolls Royce Ltd,RB211-524B series,1319,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200292,Boeing 747-200 Series,4599,GE,CF6-80C2A5,1351,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200293,Boeing 747-300 Series,4600,GE,CF6-80C2A5,1351,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200294,Boeing 747-200 Series,4599,GE Aircraft Engines,"CF6-50C1, -C2",1223,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200295,Boeing 747-200 Series,4599,GE Aircraft Engines,CF6-50C2R,1224,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200296,Boeing 747-300 Series,4600,GE Aircraft Engines,CF6-50C2R,1224,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200297,Boeing 747-200 Series,4599,GE Aircraft Engines,CF6-50E2,1225,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200298,Boeing 747-300 Series,4600,GE Aircraft Engines,CF6-50E2,1225,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200299,Boeing 747-200 Series,4599,GE Aircraft Engines,CF6-80C2A5,1233,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200300,Boeing 747-300 Series,4600,GE Aircraft Engines,CF6-80C2A5,1233,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200301,Boeing 747-200 Series,4599,GE Aircraft Engines,CF6-80C2B1,1235,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200302,Boeing 747-300 Series,4600,GE Aircraft Engines,CF6-80C2B1,1235,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200303,Boeing 747-200 Series,4599,Pratt & Whitney,JT9D-7R4H1,1287,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200304,Boeing 747-300 Series,4600,Pratt & Whitney,JT9D-7R4H1,1287,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200305,Boeing 747-200 Series,4599,Pratt & Whitney,JT9D-7R4G2,1286,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200306,Boeing 747-300 Series,4600,Pratt & Whitney,JT9D-7R4G2,1286,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200307,Boeing 747-200 Series,4599,Pratt & Whitney,JT9D-7J,1281,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200308,Boeing 747-200 Series,4599,Pratt & Whitney,JT9D-7F,1280,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200309,Boeing 747-200 Series,4599,Pratt & Whitney,JT9D-7F,1279,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200310,Boeing 747-300 Series,4600,Pratt & Whitney,JT9D-7F,1279,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200312,Boeing 747-200 Series,4599,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200313,Boeing 747-300 Series,4600,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200314,Boeing 747-200 Series,4599,GE,CF6-80C2B1,1353,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200315,Boeing 747-300 Series,4600,GE,CF6-80C2B1,1353,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200317,Boeing 747-200 Series,4599,,JT9D-7A (MOD V) ,1590,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200318,Lockheed C-5 Galaxy,4898,,TF39-GE-1 ,1711,2275001000,"Military Aircraft, Total",,,7/18/2018
200319,Lockheed C-5 Galaxy,4898,,TF39-GE-1C ,1712,2275001000,"Military Aircraft, Total",,,7/18/2018
200320,Boeing 747-200 Series,4599,Pratt & Whitney,JT9D-7Q,1282,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200321,Boeing 747-SP,4603,Pratt & Whitney,JT9D-7F,1279,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200322,Boeing 747-400 Series,4601,GE Aircraft Engines,CF6-80C2B1F,1236,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200326,Boeing 747-SP,4603,Rolls Royce Ltd,RB211-524B series,1318,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200330,Boeing 747-SP,4603,Rolls Royce Ltd,RB211-524D4,1321,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200332,Boeing 747-400 Series,4601,Pratt & Whitney,PW4056,1297,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200335,Boeing 747-400 Series,4601,Pratt & Whitney,PW4056,1296,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200341,Boeing 747-400 Series,4601,GE,CF6-80C2B1F,1357,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200342,Boeing 747-400 Series,4601,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200343,Boeing 747-400 ER,4602,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200350,Boeing 747-SP,4603,,JT9D-7A (MOD V) ,1590,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200352,Airbus A380-800 Series,4553,General Electric Company,GE90-76B,1497,2275020000,"Commercial Aircraft, Total: All Types",,,8/4/2021
200357,Boeing 747-400 Series,4601,Rolls-Royce plc,RB211-524G-T,1459,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200358,Boeing 747-400 Series,4601,Rolls-Royce plc,RB211-524H-T,1460,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200360,Airbus A380-800 Series,4553,Rolls-Royce plc,Trent 895,1473,2275020000,"Commercial Aircraft, Total: All Types",,,8/4/2021
200363,Boeing 747-SP,4603,,JT9D-70 ,1589,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200364,Boeing 747-SP,4603,,RB211-524 ,1670,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200365,Boeing 747-SP,4603,Pratt & Whitney,JT9D-20J,1289,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200366,Boeing 747-SP,4603,Rolls Royce Ltd,RB211-524D4,1322,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200367,Boeing 747-SP,4603,Rolls Royce Ltd,RB211-524C2,1320,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200368,Boeing 747-SP,4603,Rolls Royce Ltd,RB211-524B series,1319,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200371,Boeing 747-SP,4603,Pratt & Whitney,JT9D-7F,1280,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200372,Boeing 747-SP,4603,Pratt & Whitney,JT9D-7J,1281,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200373,Boeing 747-SP,4603,Pratt & Whitney,JT9D-7R4H1,1287,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200374,Boeing 757-300 Series,4606,,PW2043 ,1667,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200375,Tupolev 204,5009,,RB211-535C-15 ,1671,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200376,Boeing 757-300 Series,4606,Pratt & Whitney,PW2040,1457,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200377,Boeing 757-300 Series,4606,Rolls-Royce plc,RB211-535E4,1471,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200378,Boeing 757-300 Series,4606,Rolls-Royce plc,RB211-535E4B,1472,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200379,Tupolev 204,5009,Rolls-Royce plc,RB211-535E4B,1472,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200381,Boeing 757-300 Series,4606,Rolls Royce plc,RB211-535E4B,1430,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200382,Tupolev 204,5009,Rolls Royce plc,RB211-535E4B,1430,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200383,Tupolev 204,5009,AO Aviadgatel,PS-90A,1203,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200384,Boeing 757-200 Series,4605,Pratt & Whitney,PW2040,1457,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200385,Boeing 757-200 Series,4605,Pratt & Whitney,PW2037,1456,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200389,Tupolev 204,5009,Rolls-Royce plc,RB211-535E4,1471,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200390,Boeing 757-200 Series,4605,Rolls-Royce plc,RB211-535E4B,1472,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200391,Boeing 757-200 Series,4605,Rolls-Royce plc,RB211-535E4,1471,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200392,Boeing 757-200 Series,4605,Rolls Royce plc,RB211-535E4B,1430,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200393,Boeing 757-200 Series,4605,Rolls Royce plc,RB211-535E4,1424,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200394,Tupolev 204,5009,Rolls Royce plc,RB211-535E4,1424,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200396,Boeing 767-200 ER,4608,Rolls Royce Ltd,RB211-524H,1324,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200397,Boeing 767-300 Series,4609,Rolls Royce Ltd,RB211-524H,1324,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200402,Boeing 767-200 ER,4608,Pratt & Whitney,PW4x62,1313,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200403,Boeing 767-300 Series,4609,Pratt & Whitney,PW4x62,1313,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200408,Boeing 767-300 Series,4609,Pratt & Whitney,JT9D-7R4H1,1287,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200410,Boeing 767-300 Series,4609,Pratt & Whitney,JT9D-20J,1289,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200411,Boeing 767-200 ER,4608,Pratt & Whitney,PW4060,1298,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200412,Boeing 767-300 Series,4609,Pratt & Whitney,PW4060,1298,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200413,Boeing 767-300 ER,4610,Pratt & Whitney,PW4060,1298,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200414,Boeing 767-200 ER,4608,Pratt & Whitney,PW4056,1297,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200415,Boeing 767-300 Series,4609,Pratt & Whitney,PW4056,1297,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200416,Boeing 767-300 ER,4610,Pratt & Whitney,PW4056,1297,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200417,Boeing 767-200 ER,4608,Pratt & Whitney,PW4056,1296,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200418,Boeing 767-300 Series,4609,Pratt & Whitney,PW4056,1296,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200419,Boeing 767-300 ER,4610,Pratt & Whitney,PW4056,1296,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200420,Boeing 767-200 ER,4608,Pratt & Whitney,"JT9D-7R4E4, -E1(H)",1285,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200421,Boeing 767-300 Series,4609,Pratt & Whitney,PW4x56,1310,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200424,Boeing 767-300 Series,4609,Pratt & Whitney,PW4x58,1311,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200429,Boeing 767-300 Series,4609,Pratt & Whitney,PW4x50,1308,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200431,Boeing 767-300 Series,4609,Pratt & Whitney,PW4x52,1309,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200433,Boeing 767-200 ER,4608,Pratt & Whitney,"JT9D-7R4E, -7R4E1",1284,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200434,Boeing 767-300 Series,4609,Pratt & Whitney,"JT9D-7R4E, -7R4E1",1284,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200436,Boeing 767-300 Series,4609,Pratt & Whitney,JT9D-7F,1279,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200437,Boeing 767-200 ER,4608,Pratt & Whitney,"JT9D-7R4D, -7R4D1",1283,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200438,Boeing 767-300 Series,4609,Pratt & Whitney,"JT9D-7R4D, -7R4D1",1283,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200439,Boeing 767-200 ER,4608,GE Aircraft Engines,CF6-80C2A5,1233,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200440,Boeing 767-300 Series,4609,GE Aircraft Engines,CF6-80C2A5,1233,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200443,Boeing 767-200 ER,4608,GE Aircraft Engines,CF6-80A2,1228,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200444,Boeing 767-300 Series,4609,GE Aircraft Engines,CF6-80A2,1228,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200447,Boeing 767-300 Series,4609,GE Aircraft Engines,CF6-80C2B2F,1238,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200449,Boeing 767-200 ER,4608,GE Aircraft Engines,CF6-80C2B4,1239,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200451,Boeing 767-200 ER,4608,GE Aircraft Engines,CF6-80C2B4F,1240,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200452,Boeing 767-300 Series,4609,GE Aircraft Engines,CF6-80C2B4F,1240,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200454,Boeing 767-300 Series,4609,GE Aircraft Engines,CF6-80C2B6,1241,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200456,Boeing 767-200 ER,4608,GE Aircraft Engines,CF6-80C2B6F,1242,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200457,Boeing 767-300 ER,4610,GE Aircraft Engines,CF6-80C2B6F,1242,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200458,Boeing 767-200 ER,4608,GE Aircraft Engines,CF6-80C2B2,1237,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200459,Boeing 767-300 Series,4609,GE Aircraft Engines,CF6-80C2B2,1237,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200462,Boeing 767-300 Series,4609,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200463,Boeing 767-300 ER,4610,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200464,Boeing 767-300 ER,4610,GE,CF6-80C2B6F,1360,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200466,Boeing 767-300 Series,4609,GE,CF6-80C2B2F,1358,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200468,Boeing 767-200 ER,4608,GE,CF6-80C2B4F,1359,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200469,Boeing 767-300 Series,4609,GE,CF6-80C2B4F,1359,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200471,Boeing 767-200 ER,4608,GE,CF6-80C2B6F,1360,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200472,Boeing 767-200 ER,4608,GE,CF6-80C2A5,1351,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200473,Boeing 767-300 Series,4609,GE,CF6-80C2A5,1351,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200475,Boeing 767-200 ER,4608,GE,CF6-80C2B2,1354,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200476,Boeing 767-300 Series,4609,GE,CF6-80C2B2,1354,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200478,Boeing 767-200 ER,4608,GE,CF6-80C2B4,1355,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200480,Boeing 767-200 ER,4608,GE,CF6-80C2B6,1356,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200481,Boeing 767-300 Series,4609,GE,CF6-80C2B6,1356,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200483,Boeing 767-200 ER,4608,GE,CF6-80C2B7F,1367,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200484,Boeing 767-300 Series,4609,GE,CF6-80C2B7F,1367,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200485,Boeing 767-300 ER,4610,GE,CF6-80C2B7F,1367,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200486,Boeing 767-200 ER,4608,GE Aircraft Engines,CF6-80C2B7F,1366,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200487,Boeing 767-300 ER,4610,GE Aircraft Engines,CF6-80C2B7F,1366,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200492,Boeing 767-300 Series,4609,Pratt & Whitney,PW4074D,1420,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200498,Boeing 767-300 Series,4609,Pratt and Whitney,PW4X58,1468,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200500,Boeing 767-300 Series,4609,Rolls-Royce plc,RB211-524H-T,1460,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200501,Boeing 767-300 ER,4610,Rolls-Royce plc,RB211-524H,1324,2275020000,"Commercial Aircraft, Total: All Types",,,8/5/2021
200502,Boeing 767-200 ER,4608,GE,CF6-80E1A3,1466,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200503,Boeing 767-300 Series,4609,GE,CF6-80E1A3,1466,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200505,Boeing 767-200 ER,4608,GE,CF6-80E1A4,1450,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200506,Boeing 767-300 Series,4609,GE,CF6-80E1A4,1450,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200508,Boeing 767-200 ER,4608,GE,CF6-80E1A4,1449,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200509,Boeing 767-300 Series,4609,GE,CF6-80E1A4,1449,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200511,Boeing 767-200 ER,4608,,CF6-80CB42 ,1530,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200512,Boeing 767-300 Series,4609,,CF6-80CB42 ,1530,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200514,Boeing 767-300 Series,4609,,RB211-524 ,1670,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200516,Boeing 767-200 ER,4608,GE,CF6-80C2B8FA,1395,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200517,Boeing 767-300 Series,4609,GE,CF6-80C2B8FA,1395,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200520,Boeing 767-300 Series,4609,,JT9D-70 ,1589,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200522,Boeing 767-300 Series,4609,,JT9D-7A (MOD V) ,1590,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200523,Boeing 767-400,4611,GE,CF6-80C2B8FA,1395,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200525,Boeing 767-400 ER,4612,GE Aircraft Engines,CF6-80C2B7F,1366,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200526,Boeing 767-400 ER,4612,GE,CF6-80C2B7F,1367,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200531,Boeing 767-200 Series,4607,GE Aircraft Engines,CF6-80C2B2F,1238,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200538,Boeing 767-300 Series,4609,GE,CF6-80C2B6F,1360,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200539,Boeing 767-200 Series,4607,GE,CF6-80C2B4F,1359,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200540,Boeing 767-200 Series,4607,GE,CF6-80C2B2F,1358,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200553,Boeing 767-200 ER,4608,GE Aircraft Engines,CF6-80A,1226,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200563,Boeing 767-200 ER,4608,Pratt & Whitney,PW4x56,1310,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200565,Boeing 767-200 ER,4608,Pratt & Whitney,PW4x52,1309,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200567,Boeing 767-200 Series,4607,Pratt & Whitney,PW4056,1296,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200572,Boeing 777-200 Series,4613,Pratt & Whitney,PW4x56,1310,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200576,Boeing 777-200 Series,4613,Pratt & Whitney,PW4x58,1311,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200578,Boeing 777-200 Series,4613,Pratt & Whitney,PW4x52,1309,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200580,Boeing 777-200 Series,4613,Pratt & Whitney,PW4x50,1308,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200582,Boeing 777-200 Series,4613,Pratt & Whitney,PW4x62,1313,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200586,Boeing 777-200 Series,4613,GE,GE90-76B,1364,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200588,Boeing 777-200 Series,4613,Pratt and Whitney,PW4074,1368,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200589,Boeing 777-200 Series,4613,Pratt and Whitney,PW4077,1369,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200593,Boeing 777-200 Series,4613,GE,GE90-85B,1365,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200594,Boeing 777-200-ER,4614,GE,GE90-85B,1365,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200599,Boeing 777-200 Series,4613,Rolls Royce plc,Trent 875,1373,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200601,Boeing 777-200 Series,4613,Rolls Royce plc,Trent 884,1375,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200602,Boeing 777-200-ER,4614,Rolls Royce plc,Trent 884,1375,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
